,symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio,change_24h,atr_pct
11,AAVEUSDTUSDT,221.84086499999998,222.39513440120245,2025-11-10 09:30:00,2025-11-10 09:45:00,0.9277291068415623,Trailing Stop (Stepped),0 days 00:15:00,61.04552678374247,29.078722415658028,6.013539224471259,0.14655172413794518,10.163312190980385,0
12,STRKUSDTUSDT,0.20420205,0.215325446168625,2025-11-10 09:45:00,2025-11-10 09:45:00,24.995127630171492,Trailing Stop (Stepped),0 days 00:00:00,76.99293273286729,51.92096417266817,4.301046802104357,0.19000000000000164,37.82824698367638,0
13,BANANAS31USDTUSDT,0.002971485,0.0032759091810225,2025-11-10 13:00:00,2025-11-10 13:00:00,60.3026957227941,Trailing Stop (Stepped),0 days 00:00:00,75.75488315529515,22.15885382857304,53.1918110220868,0.20408163265306176,7.32162868883078,0
14,PORT3USDTUSDT,0.041850914999999995,0.04195547951112749,2025-11-10 17:45:00,2025-11-10 17:45:00,1.7812153683134544,Trailing Stop (Stepped),0 days 00:00:00,83.10671172467539,28.06314385393688,3.9507287178160286,0.036144578313255835,2.964079377040946,0
15,UNIUSDTUSDT,8.4272115,8.29665292583625,2025-11-10 21:45:00,2025-11-10 21:45:00,-14.362480720743692,LIQUIDATION,0 days 00:00:00,80.43266928621033,49.44682263495902,4.123662605738078,0.02141680395387136,16.505143879528855,0
16,AAVEUSDTUSDT,228.944415,225.626323593405,2025-11-10 23:00:00,2025-11-10 23:30:00,-12.355059453948858,Stop Loss,0 days 00:30:00,69.7015295655142,22.134733999389955,3.8567016573894204,0.07804878048780332,5.417448405253289,0
17,PARTIUSDTUSDT,0.07675836,0.0755691811077,2025-11-12 07:00:00,2025-11-12 07:00:00,-12.158295703520029,LIQUIDATION,0 days 00:00:00,88.33586324739305,42.68830528329484,5.057196191451372,0.1336633663366372,13.319174757281546,0
18,PARTIUSDTUSDT,0.085512735,0.09427338643164751,2025-11-12 19:30:00,2025-11-12 19:30:00,71.11677780216915,Trailing Stop (Stepped),0 days 00:00:00,72.7142823912051,23.3985385078045,4.498919684052833,0.21249999999999947,19.185625271699756,0
19,PARTIUSDTUSDT,0.092496225,0.0910632272341875,2025-11-12 19:45:00,2025-11-12 19:45:00,-16.812222736042184,LIQUIDATION,0 days 00:00:00,81.08468835459402,25.65631678361903,7.2667875726629925,0.2955523672883801,24.700904581266414,0
20,ZECUSDTUSDT,548.45409,571.7515970620649,2025-11-14 13:00:00,2025-11-14 13:00:00,40.49198414906746,Trailing Stop (Stepped),0 days 00:00:00,70.94812946005662,29.95160067847006,4.053160224593433,0.12554744525547673,4.621882063687196,0
21,DASHUSDTUSDT,73.186575,72.05273198681252,2025-11-14 13:30:00,2025-11-14 13:30:00,-18.62424194026254,LIQUIDATION,0 days 00:00:00,79.83997850375462,31.324123097247025,3.9580241020207927,0.028368794326245637,4.092294296909023,0
22,STRKUSDTUSDT,0.17018505,0.167548458112875,2025-11-14 14:45:00,2025-11-14 14:45:00,-17.089184998102624,LIQUIDATION,0 days 00:00:00,86.05228707031885,35.30701475040692,4.435688359092473,0.12149532710280316,15.831517792302115,0
23,FILUSDTUSDT,2.1950969999999996,2.1610894597274997,2025-11-15 06:45:00,2025-11-15 06:45:00,-15.68065131649884,LIQUIDATION,0 days 00:00:00,79.37062379814849,31.670103520132123,6.09331039090095,0.06172839506172711,2.126631222812955,0
24,BCHUSDTUSDT,503.481615,504.7395638150774,2025-11-15 12:15:00,2025-11-15 12:15:00,1.797767342259835,Trailing Stop (Stepped),0 days 00:00:00,71.38105963137072,29.67536251406923,4.717095358088084,0.11620795107033463,2.819350431596598,0
25,WLFIUSDTUSDT,0.14927459999999998,0.1496475625881,2025-11-16 08:00:00,2025-11-16 08:00:00,1.8112281308538023,Trailing Stop (Stepped),0 days 00:00:00,69.0218157326254,23.277138797428147,4.46386231246818,0.10526315789473915,2.8651292802236146,0
26,ETHUSDTUSDT,3248.74356,3198.4124003967,2025-11-16 10:00:00,2025-11-16 11:00:00,-14.604482744208916,LIQUIDATION,0 days 01:00:00,73.6300621391281,31.23575955161965,6.256417954043721,0.0504418262150175,2.167098182556611,0
27,DASHUSDTUSDT,101.420685,99.8494250376375,2025-11-16 16:45:00,2025-11-16 16:45:00,-13.4007444822671,LIQUIDATION,0 days 00:00:00,68.98395259966121,18.07109885833407,3.6432334838524962,0.11380597014925364,20.914127423822716,0
28,BANANAS31USDTUSDT,0.002949474,0.003180891204777,2025-11-16 18:00:00,2025-11-16 18:00:00,59.94069076857176,Trailing Stop (Stepped),0 days 00:00:00,83.43934189507786,46.641953140320524,6.7533075141465835,0.2885906040268456,17.456986991187566,0
29,FILUSDTUSDT,2.0800395000000003,2.0478144880462503,2025-11-17 17:00:00,2025-11-17 17:00:00,-17.056182077438773,LIQUIDATION,0 days 00:00:00,70.558524992004,21.960801388218666,3.652846871752051,0.15789473684210525,4.43169968717415,0
30,XPLUSDTUSDT,0.23391689999999998,0.23917734020564999,2025-11-17 20:15:00,2025-11-17 20:15:00,21.51751339040148,Trailing Stop (Stepped),0 days 00:00:00,62.922141604564544,14.599770031861814,3.9234117510812268,0.13333333333333242,2.3360287511230955,0
31,WLFIUSDTUSDT,0.14557274999999997,0.14346296413425,2025-11-18 16:45:00,2025-11-18 17:15:00,-16.2478848457132,Stop Loss,0 days 00:30:00,77.03672902270682,22.38387785264,4.013602497720547,0.0,4.185022026431726,0
32,TNSRUSDTUSDT,0.05164580999999999,0.050845687288575,2025-11-19 12:45:00,2025-11-19 12:45:00,-15.989124880154694,LIQUIDATION,0 days 00:00:00,86.23190654397092,40.68389790706208,21.668678443165753,0.07131537242472247,20.441254651780973,0
33,TNSRUSDTUSDT,0.13532762999999998,0.13323106669222498,2025-11-20 06:30:00,2025-11-20 06:30:00,-14.671260924935899,LIQUIDATION,0 days 00:00:00,90.28720109071789,31.234216625927633,4.42536062056622,0.0039049788480306283,167.69900179165597,0
34,DYMUSDTUSDT,0.09328662,0.10843809289047,2025-11-20 09:15:00,2025-11-20 09:15:00,136.29591411467055,Trailing Stop (Stepped),0 days 00:00:00,87.6557994487125,69.40896159695521,8.898126128923664,0.12085769980506714,14.566008316008313,0
35,DYMUSDTUSDT,0.107863905,0.1061928234517875,2025-11-20 09:30:00,2025-11-20 09:30:00,-24.321663530891,LIQUIDATION,0 days 00:00:00,94.19077605961238,70.14480766750316,42.16804334605459,0.07064471879286717,21.311475409836074,0
36,BEATUSDTUSDT,0.577518615,0.5685714078571125,2025-11-20 12:15:00,2025-11-20 12:15:00,-22.3170107472917,LIQUIDATION,0 days 00:00:00,79.3675471116398,37.39680621653971,4.56713378823909,0.2919360326641685,16.26318134561117,0
37,DYMUSDTUSDT,0.13859926499999997,0.13645201588698747,2025-11-20 12:30:00,2025-11-20 12:30:00,-20.477586496587882,LIQUIDATION,0 days 00:00:00,82.77232539575955,63.18845176096979,4.133030841594703,0.025880661394680045,43.17328846900479,0
38,BEATUSDTUSDT,1.210655025,1.1918989520251877,2025-11-20 13:30:00,2025-11-20 13:30:00,-18.789772226825875,LIQUIDATION,0 days 00:00:00,96.32204187736977,52.92364613034119,9.739607920470368,0.19828190428265874,37.16834544426529,0
39,PIEVERSEUSDTUSDT,0.38699339999999993,0.5720770569807,2025-11-20 18:45:00,2025-11-20 18:45:00,515.0520539749202,Trailing Stop (Stepped),0 days 00:00:00,91.28765222812409,42.54002861616801,4.4135940475282815,0.20608108108108078,3.802281368821296,0
40,PORT3USDTUSDT,0.040490235,0.039903410024145,2025-11-21 05:15:00,2025-11-21 05:15:00,-54.71538232085354,Stop Loss,0 days 00:00:00,69.10502648684246,28.362226550847065,7.732764135394403,0.07239819004524894,9.062410943288672,0
41,DYMUSDTUSDT,0.164812365,0.1622590094352375,2025-11-21 06:30:00,2025-11-21 06:30:00,-53.84399810196494,LIQUIDATION,0 days 00:00:00,69.54448639010302,13.679977796952153,3.5022065071819757,0.01644100580270736,63.40180973343115,0
42,DYMUSDTUSDT,0.193766835,0.19076490230876253,2025-11-21 06:45:00,2025-11-21 06:45:00,-49.4060401251947,LIQUIDATION,0 days 00:00:00,78.87434087631398,17.514842617099628,8.863577071632626,0.10400829302004087,99.39445319123168,0
43,TRUSTUSDTUSDT,0.14117055,0.138983465254125,2025-11-21 13:00:00,2025-11-21 13:00:00,-45.33386982574986,LIQUIDATION,0 days 00:00:00,88.7289943252407,60.86223561591873,4.549010354913934,0.16911764705882326,11.35371179039301,0
44,TRUSTUSDTUSDT,0.156078,0.153659961585,2025-11-21 13:30:00,2025-11-21 13:30:00,-41.59733806170714,LIQUIDATION,0 days 00:00:00,91.72946363743168,64.59186975739871,3.7930345415023567,0.03389830508474672,26.136363636363647,0
45,MMTUSDTUSDT,0.3249624,0.3790415052396,2025-11-21 14:15:00,2025-11-21 14:15:00,395.98073500687235,Trailing Stop (Stepped),0 days 00:00:00,87.67847703823062,43.72485534413313,5.954287670246057,0.17288135593220522,6.726943942133796,0
46,PARTIUSDTUSDT,0.09920957999999999,0.09767257558185,2025-11-21 19:15:00,2025-11-21 19:15:00,-69.7216790890087,LIQUIDATION,0 days 00:00:00,88.11612654841832,41.440179529280634,11.237485575786044,0.10628019323671478,36.957631444614606,0
47,PIPPINUSDTUSDT,0.024132059999999997,0.02375819406045,2025-11-22 14:45:00,2025-11-22 14:45:00,-63.975042643458984,LIQUIDATION,0 days 00:00:00,85.42159662668723,35.89124042794429,7.680835047983206,0.2637362637362603,7.050691244239632,0
48,PIPPINUSDTUSDT,0.02571285,0.025314493671375,2025-11-22 16:15:00,2025-11-22 16:15:00,-58.70205845168205,LIQUIDATION,0 days 00:00:00,91.69078108315529,35.93971180490519,3.9223921793955805,0.17500000000000107,15.775034293552803,0
49,PIPPINUSDTUSDT,0.029224604999999997,0.028771842807037498,2025-11-22 20:15:00,2025-11-22 20:15:00,-53.86368690161444,LIQUIDATION,0 days 00:00:00,85.67345433358271,21.536422861723928,4.417038229175208,0.12355212355212394,21.988089784699966,0
50,PIPPINUSDTUSDT,0.031345664999999995,0.030860042284987496,2025-11-22 20:30:00,2025-11-22 20:30:00,-49.42410612437399,LIQUIDATION,0 days 00:00:00,89.8580947765421,26.37774558781424,5.780280633388717,0.08018867924528478,35.26145303100415,0
51,PIPPINUSDTUSDT,0.05368683,0.072280001929995,2025-11-23 05:30:00,2025-11-23 05:30:00,980.6552855109061,Trailing Stop (Stepped),0 days 00:00:00,75.1566488909034,43.84490157641422,3.625283650613101,0.20861900097943184,96.20767494356659,0
52,TNSRUSDTUSDT,0.12847420499999998,0.12648381837903747,2025-11-23 10:15:00,2025-11-23 10:15:00,-123.61479358518025,LIQUIDATION,0 days 00:00:00,83.38123846885851,35.860176084034165,4.115673921390288,0.24838362068965525,3.711749149981113,0
53,DYMUSDTUSDT,0.12479236499999999,0.1228590192852375,2025-11-23 11:45:00,2025-11-23 11:45:00,-113.4261508659062,LIQUIDATION,0 days 00:00:00,78.27020410236393,48.82988367530601,3.7060509036511506,0.2314285714285707,15.586965056929728,0
54,1000RATSUSDTUSDT,0.03937968,0.03876959030760001,2025-11-23 14:00:00,2025-11-23 14:00:00,-104.07728174856425,LIQUIDATION,0 days 00:00:00,69.48662139805921,25.104715054545895,13.638760185228943,0.2400000000000019,26.650943396226403,0
55,PARTIUSDTUSDT,0.09283639499999999,0.09715110571221748,2025-11-23 19:00:00,2025-11-23 19:00:00,274.54218143440073,Trailing Stop (Stepped),0 days 00:00:00,78.01935851503512,59.788430410751126,3.569485014276976,0.06220095693779812,23.815113719735866,0
56,BANANAS31USDTUSDT,0.0038069024999999998,0.00374792406301875,2025-11-24 06:30:00,2025-11-24 06:30:00,-117.20278768737506,LIQUIDATION,0 days 00:00:00,74.883422084546,21.38198375848226,4.280355298989894,0.24791086350974964,44.425817267393114,0
